	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
184	A0A090JUU7	A0A090JUU7_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_G_OS=Methanobacterium_formicicum_OX=2162_GN=mtrG_PE=3_SV=1			9.348907340023166	100.0	16.67	902.9118900545365					Single Protein		A0A090JUU7	1	5	5	1	5	1	7	19	100.0	Doubtful
185	A0A090I9B3	A0A090I9B3_METFO_GTP_cyclohydrolase_III_OS=Methanobacterium_formicicum_OX=2162_GN=gch3_PE=3_SV=1			27.662015795230868	65.74	5.18	131.33263855338714					Single Protein		A0A090I9B3	1	6	6	1	6	1	2	7	100.0	Doubtful
186	HBB_HUMAN				15.8572496933539	100.0	21.92	494.74624112577334					Single Protein		HBB_HUMAN	3	4	4	3	4	3	13	16	100.0	Confident
187	A0A090JUT3	A0A090JUT3_METFO_F420-non-reducing_hydrogenase_iron-sulfur_subunit_D_OS=Methanobacterium_formicicum_OX=2162_GN=mvhD_PE=3_SV=1			16.60400173311701	100.0	27.03	628.3778694298462					Single Protein		A0A090JUT3	4	13	13	4	13	4	15	26	100.0	Confident
188	A0A090JUS4	A0A090JUS4_METFO_Seryl-tRNA_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=serS_PE=3_SV=1			59.37440962007426	93.8	1.94	22.386245207963714					Single Protein		A0A090JUS4	1	20	20	1	20	1	1	30	89.28571428571429	Doubtful
189	A0A090I100	A0A090I100_METFO_S-inosyl-L-homocysteine_hydrolase_OS=Methanobacterium_formicicum_OX=2162_GN=ahcY_PE=3_SV=1			46.20998719748499	72.9	8.87	65.34230783289408					Single Protein		A0A090I100	3	22	22	3	22	3	3	28	100.0	Confident
190	A0A090JV64	A0A090JV64_METFO_CBS_domain-containing_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1035_PE=4_SV=1			30.177776398680656	74.26	20.96	304.84450941445243					Single Protein		A0A090JV64	5	24	23	5	23	5	12	41	100.0	Confident
191	A0A089ZDA2	A0A089ZDA2_METFO_Cell_division_control_protein_Cdc48_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1992_PE=3_SV=1			80.10606414335489	100.0	7.71	49.498475515386446					Single Protein		A0A089ZDA2	5	50	49	5	49	5	8	61	100.0	Confident
192	A0A090I0N7	A0A090I0N7_METFO_PyrE-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=pyrE2_PE=3_SV=1			21.552217035015758	74.87	18.09	133.3158495382537					Single Protein		A0A090I0N7	3	7	7	3	7	3	3	9	100.0	Confident
193	A0A090I0K3	A0A090I0K3_METFO_Histidinol-phosphate_aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=hisC_PE=3_SV=1			41.59313910578606	72.68	4.92	36.85354653283822					Single Protein		A0A090I0K3	1	15	15	1	15	1	1	16	100.0	Doubtful
194	A0A090I0Z8	A0A090I0Z8_METFO_Type_2_DNA_topoisomerase_6_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=top6B_PE=3_SV=1			59.20083564543436	94.87	2.09	20.598750343449503					Single Protein		A0A090I0Z8	1	41	41	1	41	1	1	49	100.0	Doubtful
195	A0A090I0Y6	A0A090I0Y6_METFO_Phosphoserine_phosphatase_SerB_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0173_PE=4_SV=1			56.84069605435563	86.29	7.66	46.41135883457898					Single Protein		A0A090I0Y6	3	58	58	3	58	3	3	69	100.0	Confident
196	A0A090I170	A0A090I170_METFO_TATA-box-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=tbp_PE=3_SV=1			19.643565026646062	70.17	46.96	469.9132599068361					Single Protein		A0A090I170	6	7	7	6	7	6	17	24	100.0	Confident
197	A0A090I180	A0A090I180_METFO_50S_ribosomal_protein_L5_OS=Methanobacterium_formicicum_OX=2162_GN=rpl5p_PE=3_SV=1			19.726389896985516	100.0	24.86	276.61462527682335					Single Protein		A0A090I180	4	23	23	4	23	4	9	37	100.0	Confident
198	A0A090I151	A0A090I151_METFO_Big-1_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0264_PE=3_SV=1			123.91068205256178	39.66	4.79	124.28746664718314					Single Protein		A0A090I151	4	11	11	4	11	4	10	19	100.0	Confident
199	A0A090I0T1	A0A090I0T1_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0137_PE=4_SV=1			29.262544660167777	56.51	7.43	427.6951058153067					Single Protein		A0A090I0T1	2	12	12	2	12	2	7	20	100.0	Confident
200	A0A090I9E4	A0A090I9E4_METFO_30S_ribosomal_protein_S7_OS=Methanobacterium_formicicum_OX=2162_GN=rps7_PE=3_SV=1			21.197256979270026	100.0	14.97	115.88173990004745					Single Protein		A0A090I9E4	2	12	12	2	12	2	3	14	100.0	Confident
201	A0A090IAU5	A0A090IAU5_METFO_Choloylglycine_hydrolase_OS=Methanobacterium_formicicum_OX=2162_GN=cbh_PE=3_SV=1			36.689966224247776	78.05	3.96	114.85804961824492					Single Protein		A0A090IAU5	1	5	5	1	5	1	3	8	100.0	Doubtful
202	A0A090I166	A0A090I166_METFO_Enolase_OS=Methanobacterium_formicicum_OX=2162_GN=eno_PE=3_SV=1			44.54234885537025	63.94	3.13	33.54471418159269					Single Protein		A0A090I166	1	7	7	1	7	1	1	8	88.0	Doubtful
203	A0A090I9F1	A0A090I9F1_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mtrA2_PE=3_SV=1			19.60386732824366	70.17	6.63	85.31450929649164					Single Protein		A0A090I9F1	1	5	4	1	4	1	2	5	100.0	Doubtful
204	A0A090JUG7	A0A090JUG7_METFO_Phosphate_binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0745_PE=4_SV=1			29.14237438978952	78.29	5.34	43.86616469900582					Single Protein		A0A090JUG7	1	4	4	1	4	1	1	5	100.0	Doubtful
205	A0A090I8R6	A0A090I8R6_METFO_Acetylornithine_aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=argD_PE=3_SV=1			42.48638393187859	69.13	7.65	54.53830208383106					Single Protein		A0A090I8R6	2	24	24	2	24	2	2	32	100.0	Confident
206	A0A090I938	A0A090I938_METFO_Phosphomethylpyrimidine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=thiC1_PE=3_SV=1			46.66634113044773	80.65	21.21	187.36026887458746					Single Protein		A0A090I938	6	35	35	6	35	6	11	55	100.0	Confident
207	A0A090I8R0	A0A090I8R0_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1296_PE=4_SV=1			47.059346311376245	69.27	2.13	30.86878256596706					Single Protein		A0A090I8R0	1	16	16	1	16	1	1	17	84.0	Doubtful
208	A0A089ZE87	A0A089ZE87_METFO_ABC_transporter_ATP-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2311_PE=4_SV=1			24.032573915921663	74.65	9.68	100.32354333939294					Single Protein		A0A089ZE87	2	8	8	2	8	2	2	8	100.0	Confident
209	A0A089ZDW1	A0A089ZDW1_METFO_Methyl-coenzyme_M_reductase_II_D_subunit_MrtD_OS=Methanobacterium_formicicum_OX=2162_GN=mrtD_PE=4_SV=1			18.13478183998762	100.0	8.02	133.7647244525239					Single Protein		A0A089ZDW1	1	7	7	1	7	1	2	10	100.0	Doubtful
210	A0A089ZUS9	A0A089ZUS9_METFO_50S_ribosomal_protein_L18_OS=Methanobacterium_formicicum_OX=2162_GN=rpl18p_PE=3_SV=1			21.23813980264427	84.46	33.68	247.94989726886237					Single Protein		A0A089ZUS9	4	12	12	4	12	4	7	19	100.0	Confident
211	A0A090I8M3	A0A090I8M3_METFO_S-adenosylmethionine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=mat_PE=3_SV=1			43.810112854905825	79.3	6.23	51.108220191766215					Single Protein		A0A090I8M3	2	14	14	2	14	2	2	17	100.0	Confident
212	A0A090I8K7	A0A090I8K7_METFO_Cobalamin_biosynthesis_protein_CobN_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2346_PE=4_SV=1			158.94008312905686	61.51	2.35	15.687658321410865					Single Protein		A0A090I8K7	2	26	26	2	26	2	2	30	100.0	Doubtful
213	A0A090I8L6	A0A090I8L6_METFO_Replication_factor-A_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1230_PE=4_SV=1			88.92937218778448	96.33	47.91	151.49705522511178					Single Protein		A0A090I8L6	32	68	68	32	68	32	100	176	100.0	Confident
214	A0A090I8Z8	A0A090I8Z8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1419_PE=4_SV=1			49.2942387138306	80.79	2.4	29.283628866633617					Single Protein		A0A090I8Z8	1	13	13	1	13	1	1	14	100.0	Doubtful
215	A0A089ZV28	A0A089ZV28_METFO_Heat_shock_protein_Hsp20_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0892_PE=3_SV=1			16.708029033776402	100.0	7.48	221.1212791970293					Single Protein		A0A089ZV28	1	13	13	1	13	1	4	15	100.0	Doubtful
216	A0A089ZV33	A0A089ZV33_METFO_FeS_assembly_protein_SufBD_OS=Methanobacterium_formicicum_OX=2162_GN=sufBD_PE=4_SV=1			45.15231980023905	72.26	18.73	198.82302225443328	Oxidation of M(M379)	Oxidation of M(1)			Single Protein		A0A089ZV33	6	20	20	6	20	6	12	30	100.0	Confident
217	A0A090I8W8	A0A090I8W8_METFO_Bifunctional_enzyme_Fae/Hps_OS=Methanobacterium_formicicum_OX=2162_GN=fae-hps_PE=3_SV=1			44.64926265863231	81.28	31.77	483.767123392532	Oxidation of M(M245, M355)	Oxidation of M(2)			Single Protein		A0A090I8W8	13	36	36	13	36	13	40	75	100.0	Confident
218	A0A090I8X6	A0A090I8X6_METFO_DNA/RNA-binding_protein_Alba_OS=Methanobacterium_formicicum_OX=2162_GN=albA_PE=3_SV=1			10.128141862919918	24.73	9.68	1413.2533931288397					Single Protein		A0A090I8X6	1	3	3	1	3	1	3	5	100.0	Doubtful
219	A0A090I8V0	A0A090I8V0_METFO_Threonine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=thrS_PE=3_SV=1			69.61551458427863	90.83	1.47	17.733130410236395					Single Protein		A0A090I8V0	1	34	34	1	34	1	1	39	100.0	Doubtful
220	A0A090JUK8	A0A090JUK8_METFO_V-type_proton_ATPase_subunit_E_OS=Methanobacterium_formicicum_OX=2162_GN=atpE_PE=3_SV=1			22.74284375898725	100.0	27.05	156.15577615435944					Single Protein		A0A090JUK8	5	31	31	5	31	5	10	40	100.0	Confident
221	A0A090I8U6	A0A090I8U6_METFO_Arginine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=argS_PE=3_SV=1			63.869741373892765	100.0	1.77	19.210891277756094					Single Protein		A0A090I8U6	1	18	18	1	18	1	1	20	88.88888888888889	Doubtful
222	A0A090I8U4	A0A090I8U4_METFO_Acetolactate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=ilvB_PE=3_SV=1			62.41368202191981	61.31	9.5	54.65568341734481					Single Protein		A0A090I8U4	4	17	17	4	17	4	4	19	100.0	Confident
223	A0A090IAH6	A0A090IAH6_METFO_Thermosome_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=thsB_PE=3_SV=1			58.15186904037978	95.05	73.26	589.4384807865188	Oxidation of M(M15, M54, M129, M227, M272, M388, M473, M510)	Oxidation of M(8)			Single Protein		A0A090IAH6	38	50	41	32	41	32	205	297	100.0	Confident
224	A0A090I8V8	A0A090I8V8_METFO_F420-dependent_methylenetetrahydromethanopterin_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=mtd_PE=3_SV=1			29.279991961775757	100.0	42.75	444.3522904057212	Oxidation of M(M43, M56)	Oxidation of M(2)			Single Protein		A0A090I8V8	7	17	17	7	17	7	26	39	100.0	Confident
225	A0A090I8S1	A0A090I8S1_METFO_Universal_stress_protein_UspA5_OS=Methanobacterium_formicicum_OX=2162_GN=uspA5_PE=4_SV=1			16.286737193989435	81.76	6.08	73.20907216658405					Single Protein		A0A090I8S1	1	11	11	1	11	1	1	15	100.0	Doubtful
226	A0A090I958	A0A090I958_METFO_Extracellular_solute-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=wtpA_PE=3_SV=1			38.15532830688034	64.96	17.38	633.6223789856398					Single Protein		A0A090I958	4	6	6	4	6	4	22	27	100.0	Confident
227	A0A090I246	A0A090I246_METFO_3-hydroxy-3-methylglutaryl_coenzyme_A_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=hmgA_PE=3_SV=1			42.908698345106444	81.34	2.49	61.21436542742621					Single Protein		A0A090I246	1	8	8	1	8	1	2	11	96.0	Doubtful
228	A0A089ZVL0	A0A089ZVL0_METFO_Cell_division_protein_FtsZ_OS=Methanobacterium_formicicum_OX=2162_GN=ftsZ_PE=3_SV=1			40.82762224251868	70.16	25.65	152.15112103910784	Oxidation of M(M215)	Oxidation of M(1)			Single Protein		A0A089ZVL0	7	21	21	7	21	7	18	39	100.0	Confident
229	A0A090JW98	A0A090JW98_METFO_Anaerobic_ribonucleoside-triphosphate_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=nrdD_PE=4_SV=1			87.02119820079746	75.26	5.73	31.28198674204693					Single Protein		A0A090JW98	3	56	56	3	56	3	3	69	100.0	Confident
230	A0A090JW72	A0A090JW72_METFO_Arsenite-activated_ATPase_ArsA_OS=Methanobacterium_formicicum_OX=2162_GN=arsA_PE=4_SV=1			36.347833202364995	79.75	9.66	132.59545238563123					Single Protein		A0A090JW72	2	26	26	2	26	2	5	35	100.0	Confident
231	A0A090I210	A0A090I210_METFO_Putative_aminotransferase_MJ0959_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0647_PE=4_SV=1			41.74408664854916	69.11	37.96	388.98173849319153					Single Protein		A0A090I210	9	30	30	9	30	9	31	62	100.0	Confident
232	A0A090JW64	A0A090JW64_METFO_LemA_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0105_PE=3_SV=1			21.647276764654656	69.52	41.18	494.58867862859967					Single Protein		A0A090JW64	6	12	12	6	12	6	18	29	100.0	Confident
233	A0A090I1P7	A0A090I1P7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0551_PE=4_SV=1			38.15239847593765	75.84	25.28	98.6514842837364					Single Protein		A0A090I1P7	6	12	12	6	12	6	7	19	100.0	Confident
234	A0A090I219	A0A090I219_METFO_Translation_initiation_factor_6_OS=Methanobacterium_formicicum_OX=2162_GN=eif6_PE=3_SV=1			23.41635456344955	82.59	33.93	177.65401512424395					Single Protein		A0A090I219	5	6	6	5	6	5	7	18	100.0	Confident
235	A0A090JW43	A0A090JW43_METFO_Glutamyl-tRNA(Gln)_amidotransferase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=gatA_PE=3_SV=1			49.95039028912297	76.42	3.49	30.95697908758411					Single Protein		A0A090JW43	1	19	19	1	19	1	1	25	92.0	Doubtful
236	A0A090I1N1	A0A090I1N1_METFO_Coenzyme_F390_synthetase_FtsA2_OS=Methanobacterium_formicicum_OX=2162_GN=paaK1_PE=4_SV=1			49.35610149880717	68.74	3.68	36.237266490483066					Single Protein		A0A090I1N1	1	53	53	1	53	1	1	64	92.0	Doubtful
237	A0A090JVT4	A0A090JVT4_METFO_Putative_ABC_transporter_ATP-binding_protein_MJ0089_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1269_PE=4_SV=1			28.473225534901797	100.0	30.31	255.23257364533748					Single Protein		A0A090JVT4	5	14	14	5	14	5	10	28	100.0	Confident
238	A0A090I298	A0A090I298_METFO_Archaeal_glutamate_synthase_[NADPH]_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0623_PE=3_SV=1			53.875981516854345	80.36	2.0	47.41769225669338					Single Protein		A0A090I298	1	21	21	1	21	1	2	35	100.0	Doubtful
239	K1C15_SHEEP				48.74009619051495	88.08	9.27	234.21398651790614					Single Protein		K1C15_SHEEP	5	33	30	2	30	2	22	63	100.0	Confident
240	A0A090I281	A0A090I281_METFO_Pyruvate_synthase_subunit_PorA_OS=Methanobacterium_formicicum_OX=2162_GN=porA_PE=4_SV=1			42.16836004226907	73.56	24.61	345.8331560585091					Single Protein		A0A090I281	7	14	14	7	14	7	21	33	100.0	Confident
241	A0A089ZEW4	A0A089ZEW4_METFO_50S_ribosomal_protein_L11_OS=Methanobacterium_formicicum_OX=2162_GN=rpl11p_PE=3_SV=1			17.410970245444464	82.72	8.02	66.88236222626195					Single Protein		A0A089ZEW4	1	5	5	1	5	1	1	5	100.0	Doubtful
242	A0A089ZEV2	A0A089ZEV2_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1799_PE=4_SV=1			31.11922773046013	84.53	33.81	318.2421360812281					Single Protein		A0A089ZEV2	7	30	30	7	30	7	19	52	100.0	Confident
243	A0A090JVC3	A0A090JVC3_METFO_Methyl-coenzyme_M_reductase_subunit_alpha_OS=Methanobacterium_formicicum_OX=2162_GN=mrtA_PE=3_SV=1			60.518724888446435	58.73	39.27	720.7414719864785	Oxidation of M(M111, M265, M288, M480)	Oxidation of M(4)			Single Protein		A0A090JVC3	18	34	34	18	34	18	122	173	100.0	Confident
244	A0A089ZF65	A0A089ZF65_METFO_PRC-barrel_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0730_PE=4_SV=1			18.751833620053905	100.0	16.07	161.23426608116722					Single Protein		A0A089ZF65	2	10	10	2	10	2	4	15	100.0	Confident
245	A0A090JVR0	A0A090JVR0_METFO_Serine_hydroxymethyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=glyA_PE=3_SV=1			46.372284639646864	77.01	2.37	0.0					Single Protein		A0A090JVR0	1	12	12	1	12	1	0	15	88.46153846153845	Doubtful
246	A0A089ZVR0	A0A089ZVR0_METFO_30S_ribosomal_protein_S12_OS=Methanobacterium_formicicum_OX=2162_GN=rps12_PE=3_SV=1			15.403426827383916	77.3	7.8	298.2094315776451					Single Protein		A0A089ZVR0	1	11	11	1	11	1	3	17	100.0	Doubtful
247	A0A089ZER7	A0A089ZER7_METFO_Exosome_complex_component_Rrp4_OS=Methanobacterium_formicicum_OX=2162_GN=rrp4_PE=3_SV=1			27.28860053992754	100.0	18.44	240.5298067768232					Single Protein		A0A089ZER7	4	15	15	4	15	4	10	29	100.0	Confident
248	A0A090I1I9	A0A090I1I9_METFO_CoB-CoM_heterodisulfide_reductase_iron-sulfur_subunit_C_OS=Methanobacterium_formicicum_OX=2162_GN=hdrC_PE=3_SV=1			33.86977693881242	90.79	32.57	310.07895171609727	Oxidation of M(M100, M256)	Oxidation of M(2)			Single Protein		A0A090I1I9	6	18	18	6	18	6	14	35	100.0	Confident
249	A0A089ZVL1	A0A089ZVL1_METFO_50S_ribosomal_protein_L10_OS=Methanobacterium_formicicum_OX=2162_GN=rplP0_PE=3_SV=1			36.32648514808331	100.0	3.28	64.68622495913097					Single Protein		A0A089ZVL1	1	9	9	1	9	1	2	10	100.0	Doubtful
250	A0A090I1H9	A0A090I1H9_METFO_30S_ribosomal_protein_S4e_OS=Methanobacterium_formicicum_OX=2162_GN=rps4e_PE=3_SV=1			26.828195114233495	100.0	9.54	134.87480515337472					Single Protein		A0A090I1H9	2	13	13	2	13	2	4	18	100.0	Confident
